,0,1,2,3,4,5,6,7,8,9,10
4151,other vegetables,bottled beer,,,,,,,,,
4152,tropical fruit,red/blush wine,,,,,,,,,
4153,shopping bags,domestic eggs,,,,,,,,,
4154,cream cheese ,candles,,,,,,,,,
4155,soda,sliced cheese,,,,,,,,,
4156,whole milk,popcorn,,,,,,,,,
4157,yogurt,hard cheese,,,,,,,,,
4158,bottled water,sausage,whole milk,margarine,,,,,,,
4159,UHT-milk,pork,,,,,,,,,
4160,dessert,bottled water,,,,,,,,,
4161,frankfurter,soups,,,,,,,,,
4162,whole milk,whole milk,,,,,,,,,
4163,canned beer,whipped/sour cream,,,,,,,,,
4164,berries,rolls/buns,,,,,,,,,
4165,hamburger meat,soda,cling film/bags,,,,,,,,
4166,fruit/vegetable juice,other vegetables,,,,,,,,,
4167,canned beer,yogurt,,,,,,,,,
4168,pasta,brown bread,beef,long life bakery product,citrus fruit,whipped/sour cream,specialty cheese,frozen vegetables,,,
4169,frozen meals,bottled water,,,,,,,,,
4170,frankfurter,pastry,salt,,,,,,,,
4171,butter milk,frozen vegetables,,,,,,,,,
4172,fish,pot plants,coffee,,,,,,,,
4173,onions,cat food,,,,,,,,,
4174,other vegetables,meat,soda,whipped/sour cream,,,,,,,
4175,herbs,packaged fruit/vegetables,,,,,,,,,
4176,soda,napkins,,,,,,,,,
4177,root vegetables,red/blush wine,,,,,,,,,
4178,butter,potato products,,,,,,,,,
4179,yogurt,yogurt,,,,,,,,,
4180,bottled beer,whole milk,,,,,,,,,
4181,beef,whole milk,,,,,,,,,
4182,pork,pip fruit,,,,,,,,,
4183,chocolate,bottled water,,,,,,,,,
4184,soda,flower (seeds),,,,,,,,,
4185,hamburger meat,pet care,pastry,,,,,,,,
4186,berries,soda,oil,,,,,,,,
4187,rolls/buns,domestic eggs,,,,,,,,,
4188,frozen dessert,tropical fruit,,,,,,,,,
4189,cream cheese ,long life bakery product,pastry,,,,,,,,
4190,yogurt,chewing gum,soda,oil,,,,,,,
4191,whipped/sour cream,frozen meals,,,,,,,,,
4192,other vegetables,brandy,,,,,,,,,
4193,whole milk,fruit/vegetable juice,,,,,,,,,
4194,pastry,margarine,,,,,,,,,
4195,pip fruit,margarine,specialty cheese,,,,,,,,
4196,pork,pickled vegetables,,,,,,,,,
4197,citrus fruit,bottled beer,ice cream,,,,,,,,
4198,rolls/buns,frozen meals,,,,,,,,,
4199,ham,citrus fruit,,,,,,,,,
4200,chicken,brown bread,soda,,,,,,,,
4201,sausage,soda,,,,,,,,,
4202,whole milk,chocolate marshmallow,,,,,,,,,
4203,oil,bottled water,,,,,,,,,
4204,berries,coffee,,,,,,,,,
4205,tropical fruit,condensed milk,,,,,,,,,
4206,whole milk,pip fruit,pip fruit,fruit/vegetable juice,,,,,,,
4207,bottled beer,sausage,candy,yogurt,,,,,,,
4208,other vegetables,pork,,,,,,,,,
4209,citrus fruit,soda,,,,,,,,,
4210,grapes,rolls/buns,,,,,,,,,
4211,yogurt,other vegetables,,,,,,,,,
4212,sparkling wine,bottled water,,,,,,,,,
4213,beef,yogurt,,,,,,,,,
4214,sausage,other vegetables,,,,,,,,,
4215,whole milk,waffles,chocolate,,,,,,,,
4216,sugar,candy,,,,,,,,,
4217,root vegetables,rolls/buns,,,,,,,,,
4218,chicken,pastry,,,,,,,,,
4219,whipped/sour cream,newspapers,,,,,,,,,
4220,sausage,curd,,,,,,,,,
4221,tropical fruit,other vegetables,,,,,,,,,
4222,pork,processed cheese,,,,,,,,,
4223,other vegetables,cat food,bottled water,,,,,,,,
4224,tropical fruit,fruit/vegetable juice,,,,,,,,,
4225,soda,whole milk,shopping bags,,,,,,,,
4226,pork,brown bread,,,,,,,,,
4227,soda,bottled water,,,,,,,,,
4228,pastry,whole milk,,,,,,,,,
4229,beef,liquor (appetizer),frozen vegetables,,,,,,,,
4230,instant coffee,newspapers,hard cheese,salty snack,,,,,,,
4231,beef,whole milk,cream cheese ,butter,,,,,,,
4232,bottled beer,whole milk,,,,,,,,,
4233,UHT-milk,hard cheese,,,,,,,,,
4234,canned vegetables,napkins,,,,,,,,,
4235,seasonal products,white bread,,,,,,,,,
4236,bottled water,whisky,,,,,,,,,
4237,pip fruit,long life bakery product,,,,,,,,,
4238,soda,yogurt,brown bread,,,,,,,,
4239,curd,whole milk,canned beer,,,,,,,,
4240,chocolate,rolls/buns,,,,,,,,,
4241,pip fruit,white wine,root vegetables,shopping bags,,,,,,,
4242,other vegetables,butter milk,,,,,,,,,
4243,chewing gum,instant coffee,,,,,,,,,
4244,margarine,soda,,,,,,,,,
4245,other vegetables,margarine,,,,,,,,,
4246,frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
4247,whole milk,bottled beer,,,,,,,,,
4248,onions,root vegetables,,,,,,,,,
4249,sausage,other vegetables,,,,,,,,,
4250,yogurt,yogurt,,,,,,,,,
4251,yogurt,potato products,,,,,,,,,
4252,rolls/buns,sugar,butter,,,,,,,,
4253,citrus fruit,whole milk,,,,,,,,,
4254,bottled water,seasonal products,,,,,,,,,
4255,waffles,Instant food products,,,,,,,,,
4256,tropical fruit,frozen vegetables,,,,,,,,,
4257,yogurt,pork,UHT-milk,specialty bar,,,,,,,
4258,pip fruit,liver loaf,root vegetables,rolls/buns,mayonnaise,curd,root vegetables,hard cheese,chocolate,,
4259,yogurt,frozen vegetables,,,,,,,,,
4260,canned beer,tropical fruit,pet care,,,,,,,,
4261,soda,onions,,,,,,,,,
4262,yogurt,curd,,,,,,,,,
4263,beef,pasta,,,,,,,,,
4264,pork,specialty bar,,,,,,,,,
4265,pork,sweet spreads,,,,,,,,,
4266,onions,other vegetables,,,,,,,,,
4267,onions,soda,,,,,,,,,
4268,whole milk,coffee,chewing gum,,,,,,,,
4269,sausage,bottled water,,,,,,,,,
4270,whole milk,organic products,,,,,,,,,
4271,berries,newspapers,,,,,,,,,
4272,soda,chocolate,,,,,,,,,
4273,tropical fruit,popcorn,,,,,,,,,
4274,canned vegetables,brown bread,salty snack,,,,,,,,
4275,brown bread,waffles,,,,,,,,,
4276,soda,canned beer,,,,,,,,,
4277,soda,cream cheese ,,,,,,,,,
4278,citrus fruit,whole milk,,,,,,,,,
4279,tropical fruit,domestic eggs,,,,,,,,,
4280,newspapers,hard cheese,,,,,,,,,
4281,other vegetables,butter milk,long life bakery product,,,,,,,,
4282,whole milk,bathroom cleaner,,,,,,,,,
4283,hamburger meat,sugar,,,,,,,,,
4284,softener,salty snack,,,,,,,,,
4285,berries,pip fruit,,,,,,,,,
4286,tropical fruit,shopping bags,,,,,,,,,
4287,rolls/buns,margarine,soda,,,,,,,,
4288,beef,other vegetables,,,,,,,,,
4289,napkins,pork,,,,,,,,,
4290,other vegetables,other vegetables,waffles,,,,,,,,
4291,whipped/sour cream,flour,,,,,,,,,
4292,whole milk,bottled water,soda,,,,,,,,
4293,chicken,whisky,,,,,,,,,
4294,butter,fruit/vegetable juice,,,,,,,,,
4295,soda,shopping bags,,,,,,,,,
4296,domestic eggs,chewing gum,,,,,,,,,
4297,hygiene articles,pastry,bottled beer,,,,,,,,
4298,whole milk,onions,,,,,,,,,
4299,soda,chocolate,,,,,,,,,
4300,soda,yogurt,,,,,,,,,
4301,cream cheese ,whole milk,,,,,,,,,
4302,pip fruit,soda,,,,,,,,,
4303,candles,whole milk,,,,,,,,,
4304,salty snack,condensed milk,,,,,,,,,
4305,frozen vegetables,salad dressing,,,,,,,,,
4306,soda,chocolate,,,,,,,,,
4307,rolls/buns,domestic eggs,,,,,,,,,
4308,newspapers,whole milk,,,,,,,,,
4309,sausage,pip fruit,bottled water,,,,,,,,
4310,grapes,chocolate marshmallow,dishes,,,,,,,,
4311,beef,canned beer,,,,,,,,,
4312,meat,beverages,newspapers,candy,,,,,,,
4313,fish,meat,,,,,,,,,
4314,pot plants,newspapers,brown bread,,,,,,,,
4315,rolls/buns,ham,whole milk,sliced cheese,whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages,,,
4316,tropical fruit,pot plants,shopping bags,sugar,,,,,,,
4317,rolls/buns,female sanitary products,,,,,,,,,
4318,ham,white bread,,,,,,,,,
4319,margarine,rolls/buns,,,,,,,,,
4320,beverages,butter milk,,,,,,,,,
4321,butter,specialty chocolate,,,,,,,,,
4322,whole milk,white bread,,,,,,,,,
4323,shopping bags,margarine,,,,,,,,,
4324,bottled beer,dishes,,,,,,,,,
4325,soda,shopping bags,,,,,,,,,
4326,root vegetables,margarine,,,,,,,,,
4327,whipped/sour cream,cream cheese ,,,,,,,,,
4328,whole milk,dog food,,,,,,,,,
4329,tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
4330,pip fruit,curd cheese,,,,,,,,,
4331,whole milk,ice cream,,,,,,,,,
4332,UHT-milk,cream cheese ,,,,,,,,,
4333,pork,sugar,,,,,,,,,
4334,tropical fruit,spices,,,,,,,,,
4335,whole milk,bottled beer,,,,,,,,,
4336,rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
4337,misc. beverages,bottled water,other vegetables,coffee,,,,,,,
4338,rolls/buns,brown bread,whole milk,pasta,curd,butter milk,,,,,
4339,bottled beer,bottled beer,,,,,,,,,
4340,root vegetables,oil,,,,,,,,,
4341,soda,other vegetables,,,,,,,,,
4342,chicken,coffee,,,,,,,,,
4343,citrus fruit,yogurt,,,,,,,,,
4344,soda,pastry,,,,,,,,,
4345,tropical fruit,red/blush wine,,,,,,,,,
4346,root vegetables,other vegetables,,,,,,,,,
4347,canned fish,cream cheese ,,,,,,,,,
4348,bottled water,brown bread,,,,,,,,,
4349,sausage,other vegetables,waffles,,,,,,,,
4350,sauces,rolls/buns,soda,whipped/sour cream,,,,,,,
4351,citrus fruit,soda,,,,,,,,,
4352,pork,specialty chocolate,,,,,,,,,
4353,whole milk,newspapers,,,,,,,,,
4354,tropical fruit,mayonnaise,liquor,,,,,,,,
4355,fruit/vegetable juice,butter,,,,,,,,,
4356,grapes,domestic eggs,,,,,,,,,
4357,bottled beer,rolls/buns,waffles,,,,,,,,
4358,citrus fruit,long life bakery product,,,,,,,,,
4359,tropical fruit,pickled vegetables,bottled beer,,,,,,,,
4360,detergent,salty snack,,,,,,,,,
4361,meat,rum,,,,,,,,,
4362,citrus fruit,whole milk,,,,,,,,,
4363,fish,root vegetables,,,,,,,,,
4364,canned beer,ham,,,,,,,,,
4365,bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
4366,sausage,curd,,,,,,,,,
4367,whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
4368,rolls/buns,rolls/buns,,,,,,,,,
4369,beef,ice cream,,,,,,,,,
4370,frankfurter,meat,roll products ,pip fruit,,,,,,,
4371,citrus fruit,butter,,,,,,,,,
4372,berries,yogurt,,,,,,,,,
4373,citrus fruit,sugar,specialty chocolate,,,,,,,,
4374,other vegetables,pastry,,,,,,,,,
4375,chicken,long life bakery product,,,,,,,,,
4376,brown bread,bottled water,domestic eggs,,,,,,,,
4377,other vegetables,frozen vegetables,,,,,,,,,
4378,rolls/buns,cereals,,,,,,,,,
4379,turkey,whipped/sour cream,butter,,,,,,,,
4380,rolls/buns,soft cheese,,,,,,,,,
4381,pastry,frozen fish,,,,,,,,,
4382,male cosmetics,soda,,,,,,,,,
4383,chicken,shopping bags,,,,,,,,,
4384,other vegetables,sliced cheese,,,,,,,,,
4385,pip fruit,butter,bottled water,,,,,,,,
4386,rolls/buns,hard cheese,,,,,,,,,
4387,pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
4388,whole milk,brown bread,,,,,,,,,
4389,frozen meals,onions,,,,,,,,,
4390,female sanitary products,domestic eggs,,,,,,,,,
4391,yogurt,salty snack,,,,,,,,,
4392,soups,coffee,,,,,,,,,
4393,beef,salt,,,,,,,,,
4394,chicken,root vegetables,,,,,,,,,
4395,beef,male cosmetics,,,,,,,,,
4396,sausage,beef,salty snack,,,,,,,,
4397,frankfurter,female sanitary products,,,,,,,,,
4398,dessert,coffee,whole milk,cream cheese ,,,,,,,
4399,other vegetables,waffles,butter,,,,,,,,
4400,other vegetables,butter,,,,,,,,,
4401,frankfurter,UHT-milk,,,,,,,,,
4402,bottled water,soda,,,,,,,,,
4403,male cosmetics,roll products ,pastry,,,,,,,,
4404,other vegetables,vinegar,,,,,,,,,
4405,frankfurter,domestic eggs,frozen dessert,,,,,,,,
4406,whipped/sour cream,yogurt,,,,,,,,,
4407,shopping bags,whole milk,,,,,,,,,
4408,onions,soda,,,,,,,,,
4409,frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
4410,popcorn,pork,margarine,beef,butter,,,,,,
4411,ham,beverages,margarine,,,,,,,,
4412,ham,misc. beverages,,,,,,,,,
4413,oil,bottled beer,yogurt,,,,,,,,
4414,pork,curd,,,,,,,,,
4415,rolls/buns,flour,,,,,,,,,
4416,other vegetables,cream cheese ,,,,,,,,,
4417,citrus fruit,other vegetables,,,,,,,,,
4418,ham,chicken,canned beer,other vegetables,napkins,,,,,,
4419,bottled water,whole milk,,,,,,,,,
4420,tropical fruit,soda,whipped/sour cream,,,,,,,,
4421,other vegetables,citrus fruit,whole milk,frankfurter,zwieback,other vegetables,domestic eggs,brown bread,sugar,,
4422,soda,whipped/sour cream,,,,,,,,,
4423,sausage,canned beer,,,,,,,,,
4424,sausage,soda,,,,,,,,,
4425,beverages,newspapers,,,,,,,,,
4426,specialty bar,domestic eggs,,,,,,,,,
4427,whole milk,sugar,,,,,,,,,
4428,whole milk,dessert,,,,,,,,,
4429,hamburger meat,pip fruit,rolls/buns,dishes,,,,,,,
4430,fruit/vegetable juice,salty snack,,,,,,,,,
4431,rolls/buns,bottled beer,,,,,,,,,
4432,tropical fruit,rolls/buns,root vegetables,,,,,,,,
4433,citrus fruit,bottled water,napkins,,,,,,,,
4434,dessert,red/blush wine,,,,,,,,,
4435,specialty cheese,misc. beverages,,,,,,,,,
4436,beef,root vegetables,,,,,,,,,
4437,pip fruit,whole milk,butter milk,yogurt,,,,,,,
4438,margarine,rolls/buns,seasonal products,,,,,,,,
4439,frankfurter,soda,,,,,,,,,
4440,whole milk,bottled beer,,,,,,,,,
4441,onions,waffles,,,,,,,,,
4442,specialty bar,pastry,,,,,,,,,
4443,pip fruit,cling film/bags,,,,,,,,,
4444,root vegetables,chocolate,candy,,,,,,,,
4445,beef,dessert,,,,,,,,,
4446,hamburger meat,soda,,,,,,,,,
4447,beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
4448,pastry,liquor (appetizer),sliced cheese,,,,,,,,
4449,root vegetables,cream cheese ,,,,,,,,,
4450,citrus fruit,whole milk,,,,,,,,,
4451,beef,whole milk,frozen vegetables,soda,,,,,,,
4452,shopping bags,hygiene articles,,,,,,,,,
4453,canned beer,red/blush wine,salty snack,,,,,,,,
4454,soda,UHT-milk,dessert,napkins,,,,,,,
4455,other vegetables,pip fruit,,,,,,,,,
4456,misc. beverages,margarine,,,,,,,,,
4457,canned beer,sliced cheese,,,,,,,,,
4458,other vegetables,shopping bags,,,,,,,,,
4459,tropical fruit,canned fish,,,,,,,,,
4460,whole milk,flour,,,,,,,,,
4461,beef,sliced cheese,,,,,,,,,
4462,whole milk,curd,yogurt,candy,,,,,,,
4463,soda,tropical fruit,other vegetables,bottled water,,,,,,,
4464,meat,house keeping products,,,,,,,,,
4465,long life bakery product,onions,,,,,,,,,
4466,chicken,cream,,,,,,,,,
4467,coffee,rolls/buns,,,,,,,,,
4468,citrus fruit,rolls/buns,,,,,,,,,
4469,chicken,citrus fruit,sugar,,,,,,,,
4470,soft cheese,pork,white bread,fruit/vegetable juice,,,,,,,
4471,berries,grapes,onions,,,,,,,,
4472,other vegetables,citrus fruit,,,,,,,,,
4473,whole milk,ice cream,,,,,,,,,
4474,specialty chocolate,butter milk,,,,,,,,,
4475,domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
4476,coffee,sauces,,,,,,,,,
4477,pork,curd,,,,,,,,,
4478,tropical fruit,rolls/buns,,,,,,,,,
4479,frankfurter,root vegetables,,,,,,,,,
4480,turkey,newspapers,white wine,,,,,,,,
4481,frozen meals,tidbits,,,,,,,,,
4482,prosecco,onions,,,,,,,,,
4483,other vegetables,bottled beer,,,,,,,,,
4484,chicken,sliced cheese,,,,,,,,,
4485,long life bakery product,brown bread,popcorn,,,,,,,,
4486,pork,detergent,bottled beer,,,,,,,,
4487,soda,liquor (appetizer),,,,,,,,,
4488,hamburger meat,tropical fruit,soda,,,,,,,,
4489,citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream,,,,,,
4490,frozen vegetables,canned beer,,,,,,,,,
4491,citrus fruit,herbs,pudding powder,,,,,,,,
4492,ham,rolls/buns,,,,,,,,,
4493,onions,coffee,,,,,,,,,
4494,dog food,pastry,,,,,,,,,
4495,rolls/buns,pip fruit,,,,,,,,,
4496,frankfurter,cream cheese ,,,,,,,,,
4497,pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda,,,
4498,napkins,photo/film,,,,,,,,,
4499,root vegetables,whole milk,,,,,,,,,
4500,bottled beer,other vegetables,butter,,,,,,,,
4501,bottled beer,rolls/buns,other vegetables,,,,,,,,
4502,cat food,tropical fruit,onions,tidbits,,,,,,,
4503,curd,beef,napkins,,,,,,,,
4504,frankfurter,specialty bar,whole milk,rice,dishes,,,,,,
4505,sausage,rolls/buns,,,,,,,,,
4506,pork,hamburger meat,whole milk,whole milk,fruit/vegetable juice,,,,,,
4507,pork,whole milk,domestic eggs,sweet spreads,,,,,,,
4508,butter,pastry,,,,,,,,,
4509,canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
4510,whole milk,canned beer,processed cheese,,,,,,,,
4511,other vegetables,newspapers,,,,,,,,,
4512,butter,soda,,,,,,,,,
4513,citrus fruit,pastry,salt,,,,,,,,
4514,hamburger meat,dessert,newspapers,,,,,,,,
4515,curd,other vegetables,,,,,,,,,
4516,bottled water,butter milk,,,,,,,,,
4517,yogurt,white bread,,,,,,,,,
4518,soda,red/blush wine,root vegetables,butter milk,,,,,,,
4519,curd,napkins,,,,,,,,,
4520,bottled beer,whole milk,,,,,,,,,
4521,rolls/buns,flower (seeds),,,,,,,,,
4522,whole milk,white bread,,,,,,,,,
4523,hamburger meat,newspapers,,,,,,,,,
4524,salty snack,frozen vegetables,,,,,,,,,
4525,citrus fruit,cream cheese ,,,,,,,,,
4526,tropical fruit,other vegetables,,,,,,,,,
4527,whipped/sour cream,curd,,,,,,,,,
4528,candy,long life bakery product,,,,,,,,,
4529,soda,tropical fruit,domestic eggs,domestic eggs,,,,,,,
4530,sausage,root vegetables,,,,,,,,,
4531,brown bread,canned beer,,,,,,,,,
4532,candy,pot plants,,,,,,,,,
4533,pip fruit,soda,,,,,,,,,
4534,whole milk,brown bread,,,,,,,,,
4535,herbs,whole milk,frozen dessert,,,,,,,,
4536,root vegetables,root vegetables,,,,,,,,,
4537,margarine,whipped/sour cream,,,,,,,,,
4538,other vegetables,beverages,,,,,,,,,
4539,sausage,soda,bottled beer,yogurt,,,,,,,
4540,tropical fruit,pastry,,,,,,,,,
4541,beef,yogurt,,,,,,,,,
4542,other vegetables,shopping bags,,,,,,,,,
4543,soda,pork,,,,,,,,,
4544,grapes,chewing gum,curd cheese,,,,,,,,
4545,cling film/bags,canned vegetables,,,,,,,,,
4546,pork,rolls/buns,,,,,,,,,
4547,sugar,seasonal products,,,,,,,,,
4548,berries,other vegetables,butter,newspapers,,,,,,,
4549,yogurt,dental care,,,,,,,,,
4550,whole milk,sausage,pork,coffee,,,,,,,
4551,rolls/buns,waffles,,,,,,,,,
4552,bottled water,hard cheese,,,,,,,,,
4553,pork,rolls/buns,brown bread,yogurt,,,,,,,
4554,berries,whole milk,,,,,,,,,
4555,sausage,bottled water,,,,,,,,,
4556,sliced cheese,whole milk,,,,,,,,,
4557,other vegetables,sliced cheese,canned vegetables,,,,,,,,
4558,curd,pork,,,,,,,,,
4559,hamburger meat,yogurt,,,,,,,,,
4560,berries,whole milk,,,,,,,,,
4561,semi-finished bread,whole milk,mustard,,,,,,,,
4562,other vegetables,herbs,,,,,,,,,
4563,yogurt,hygiene articles,,,,,,,,,
4564,sugar,shopping bags,,,,,,,,,
4565,pip fruit,rolls/buns,,,,,,,,,
4566,fruit/vegetable juice,pastry,,,,,,,,,
4567,pet care,long life bakery product,,,,,,,,,
4568,whipped/sour cream,whipped/sour cream,,,,,,,,,
4569,cream cheese ,rolls/buns,,,,,,,,,
4570,chocolate,root vegetables,,,,,,,,,
4571,other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese,,,
4572,sausage,misc. beverages,,,,,,,,,
4573,meat,bottled water,soda,,,,,,,,
4574,sausage,soda,cooking chocolate,roll products ,,,,,,,
4575,processed cheese,instant coffee,,,,,,,,,
4576,sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour,,
4577,tropical fruit,berries,,,,,,,,,
4578,citrus fruit,cake bar,,,,,,,,,
4579,pastry,seasonal products,butter,bottled beer,,,,,,,
4580,bottled water,whipped/sour cream,,,,,,,,,
4581,berries,margarine,,,,,,,,,
4582,frankfurter,soda,napkins,,,,,,,,
4583,beef,flour,,,,,,,,,
4584,domestic eggs,dessert,,,,,,,,,
4585,bottled water,whole milk,,,,,,,,,
4586,root vegetables,specialty chocolate,whisky,,,,,,,,
4587,bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
4588,tropical fruit,other vegetables,domestic eggs,,,,,,,,
4589,frozen fish,pastry,,,,,,,,,
4590,yogurt,chocolate,,,,,,,,,
4591,whole milk,bottled beer,,,,,,,,,
4592,newspapers,pastry,,,,,,,,,
4593,sausage,root vegetables,,,,,,,,,
4594,citrus fruit,beverages,,,,,,,,,
4595,canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry,,,,
4596,pork,whole milk,waffles,whole milk,sugar,,,,,,
4597,frankfurter,liquor (appetizer),red/blush wine,,,,,,,,
4598,dish cleaner,grapes,ketchup,,,,,,,,
4599,frozen vegetables,canned beer,,,,,,,,,
4600,citrus fruit,processed cheese,,,,,,,,,
4601,meat,whole milk,,,,,,,,,
4602,pip fruit,root vegetables,,,,,,,,,
4603,soda,ham,,,,,,,,,
4604,shopping bags,shopping bags,,,,,,,,,
4605,bottled beer,soda,candy,,,,,,,,
4606,citrus fruit,rolls/buns,brandy,candy,,,,,,,
4607,fruit/vegetable juice,meat,whole milk,root vegetables,frozen meals,,,,,,
4608,bottled water,Instant food products,,,,,,,,,
4609,flower (seeds),sliced cheese,soups,,,,,,,,
4610,coffee,margarine,,,,,,,,,
4611,chicken,margarine,,,,,,,,,
4612,curd,whole milk,pastry,,,,,,,,
4613,cream cheese ,sausage,whole milk,pip fruit,,,,,,,
4614,sausage,butter,yogurt,yogurt,,,,,,,
4615,curd,misc. beverages,,,,,,,,,
4616,curd,yogurt,,,,,,,,,
4617,domestic eggs,other vegetables,soda,,,,,,,,
4618,sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda,,,,
4619,pastry,shopping bags,sugar,,,,,,,,
4620,chicken,white bread,,,,,,,,,
4621,citrus fruit,canned beer,,,,,,,,,
4622,sausage,frozen vegetables,,,,,,,,,
4623,pip fruit,chocolate,brown bread,,,,,,,,
4624,butter,brown bread,,,,,,,,,
4625,pet care,photo/film,,,,,,,,,
4626,root vegetables,frozen vegetables,rolls/buns,,,,,,,,
4627,ham,frozen meals,,,,,,,,,
4628,frozen vegetables,butter,,,,,,,,,
4629,chicken,shopping bags,,,,,,,,,
4630,yogurt,napkins,rolls/buns,liquor (appetizer),,,,,,,
4631,rolls/buns,whole milk,butter,frozen vegetables,,,,,,,
4632,meat,tropical fruit,yogurt,candles,,,,,,,
4633,meat,frozen potato products,,,,,,,,,
4634,herbs,soda,,,,,,,,,
4635,grapes,rolls/buns,,,,,,,,,
4636,finished products,canned fish,,,,,,,,,
4637,beef,rolls/buns,,,,,,,,,
4638,coffee,misc. beverages,,,,,,,,,
4639,citrus fruit,whole milk,,,,,,,,,
4640,soda,yogurt,sliced cheese,,,,,,,,
4641,other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
4642,fish,canned beer,,,,,,,,,
4643,turkey,shopping bags,,,,,,,,,
4644,canned beer,yogurt,,,,,,,,,
4645,sausage,whole milk,,,,,,,,,
4646,bottled beer,soda,newspapers,,,,,,,,
4647,beef,berries,,,,,,,,,
4648,fruit/vegetable juice,chocolate,cat food,coffee,,,,,,,
4649,salt,domestic eggs,,,,,,,,,
4650,citrus fruit,other vegetables,fruit/vegetable juice,specialty bar,canned beer,,,,,,
4651,rolls/buns,newspapers,,,,,,,,,
4652,tropical fruit,bottled water,,,,,,,,,
4653,long life bakery product,bottled water,,,,,,,,,
4654,chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese,,,,,
4655,waffles,whole milk,,,,,,,,,
4656,citrus fruit,other vegetables,,,,,,,,,
